2025-10-26,114
2025-10-27,115
2025-10-28,98
2025-10-30,98
2025-10-31,93
2025-11-01,90
2025-11-02,90
2025-11-03,90
2025-11-04,78
2025-11-05,77
2025-11-06,74
2025-11-07,74
2025-11-08,73
2025-11-09,73
2025-11-10,73
2025-11-11,91
2025-11-12,91
2025-11-13,68
2025-11-14,68
2025-11-15,66
StartDate,2025-10-25
